Seed,Trial,Population Size,Phase1 Max Depth,Phase2 Max Depth,Mutation Rate,Phase2 Mutation Rate,Tournament Size,Crossover Rate,Grid Size,Generations,Games to Play,Win Weight,Trail Weight,Best Red Agent Fitness,Best Blue Agent Fitness
20202020,12,200,5,7,0.0976,0.0951,4,0.6151,6,2000,5,20.0000,5.0000,206.000,151.000
