Trial,Seed,MUTATION_RATE,PHASE2_MUTATION_RATE,CROSSOVER_RATE,POPULATION_SIZE,TOURNAMENT_SIZE,phase1MaxDepth,phase2MaxDepth,BestFitness,AverageFitness,FitnessVariance
12,4544,0.06945603514746979,0.02169767479162319,0.7826776202127987,200,8,2,7,94.5,78.42916666666666,132.16602430555557
13,4544,0.0769703360193735,0.041646633214933816,0.9722384348011147,200,8,2,5,112.0,73.59249999999999,362.11637430555544
1,4544,0.02139030606545725,0.0579234213760597,0.6816016677672134,200,3,3,7,231.0,99.37333333333333,7541.691733333327
2,4544,0.04703167847342411,0.09762018858439929,0.6214446308127812,200,4,2,5,87.0,70.53,139.4356277777778
3,4544,0.07001492495432136,0.0627128411853484,0.6000265831610901,200,3,5,7,117.0,78.51583333333335,373.0521798611108
4,4544,0.08600142667541388,0.015599656216995073,0.95110336330707,200,4,4,7,109.5,73.23416666666667,295.3548187500001
5,4544,0.02824231747822655,0.05430470941991636,0.6847103516948744,200,10,5,7,206.0,70.03083333333333,720.5775909722219
6,4544,0.04246912907587659,0.08387256568722358,0.8737244400516078,200,6,3,6,206.0,126.7275,3713.175813194447
7,4544,0.04795330982135132,0.08428707922780582,0.967817205874563,200,9,5,6,236.0,99.54499999999999,9208.850475000005
8,4544,0.04163638014614436,0.06579014576522216,0.9976692754543475,200,10,4,8,201.0,114.62249999999999,3724.0842298611096
9,4544,0.01909929315176756,0.0793949560279844,0.6661849851203563,200,3,4,8,107.0,89.14,222.85637222222226
10,4544,0.015598782758255367,0.04956018198925241,0.9234756682870435,200,4,4,7,112.0,73.355,289.96966944444443
11,4544,0.03526610107979157,0.08101811894008604,0.63556996338579,200,7,5,8,114.5,79.18916666666668,340.57289652777763
12,4544,0.06945603514746979,0.02169767479162319,0.7826776202127987,200,8,2,7,94.5,78.42916666666666,132.16602430555557
13,4544,0.0769703360193735,0.041646633214933816,0.9722384348011147,200,8,2,5,112.0,73.59249999999999,362.11637430555544
14,4544,0.028752160811116687,0.014387688222787933,0.8797394465236565,200,7,5,6,102.0,73.92916666666667,304.6000520833337
1,4544,0.02139030606545725,0.0579234213760597,0.6816016677672134,200,3,3,7,231.0,99.37333333333333,7541.691733333327
2,4544,0.04703167847342411,0.09762018858439929,0.6214446308127812,200,4,2,5,87.0,70.53,139.4356277777778
3,4544,0.07001492495432136,0.0627128411853484,0.6000265831610901,200,3,5,7,117.0,78.51583333333335,373.0521798611108
4,4544,0.08600142667541388,0.015599656216995073,0.95110336330707,200,4,4,7,109.5,73.23416666666667,295.3548187500001
5,4544,0.02824231747822655,0.05430470941991636,0.6847103516948744,200,10,5,7,206.0,70.03083333333333,720.5775909722219
6,4544,0.04246912907587659,0.08387256568722358,0.8737244400516078,200,6,3,6,206.0,126.7275,3713.175813194447
7,4544,0.04795330982135132,0.08428707922780582,0.967817205874563,200,9,5,6,236.0,99.54499999999999,9208.850475000005
8,4544,0.04163638014614436,0.06579014576522216,0.9976692754543475,200,10,4,8,201.0,114.62249999999999,3724.0842298611096
9,4544,0.01909929315176756,0.0793949560279844,0.6661849851203563,200,3,4,8,107.0,89.14,222.85637222222226
10,4544,0.015598782758255367,0.04956018198925241,0.9234756682870435,200,4,4,7,112.0,73.355,289.96966944444443
11,4544,0.03526610107979157,0.08101811894008604,0.63556996338579,200,7,5,8,114.5,79.18916666666668,340.57289652777763
12,4544,0.06945603514746979,0.02169767479162319,0.7826776202127987,200,8,2,7,94.5,78.42916666666666,132.16602430555557
13,4544,0.0769703360193735,0.041646633214933816,0.9722384348011147,200,8,2,5,112.0,73.59249999999999,362.11637430555544
14,4544,0.028752160811116687,0.014387688222787933,0.8797394465236565,200,7,5,6,102.0,73.92916666666667,304.6000520833337
15,4544,0.09059669826697579,0.08850265476507922,0.900588089865601,200,5,3,8,241.0,128.75249999999997,5336.33797986111
